conversation_history	query	rewrited_query	answer	unique_idx	refered_turn	candidates
"[""turn 1: Best practices to boost productivity when working remotely. -> Opening search for 'best practices for remote work productivity': You'll see articles on time management, communication tools, and workspace setup."", ""turn 2: Please open my recent browsing record. -> Opening your recent browsing record: Google (search 'best coffee shops'), OpenAI Blog, YouTube (music playlist), Spotify (web player), Wikipedia (Python)."", 'turn 3: Execute the still photo mode for snapping a picture. -> Still photo mode is now active. Say cheese!', 'turn 4: Choose the photo I just snapped -> Your image picker is ready. Choose the photo you just snapped.']"	Can you show my recent browsing history?	List all tracks in Eminem's 'Lose Yourself' playlist.	{'plan': 'ACTION_VIEW_WEB_HISTORY', 'arguments': {}}	web_search-1346-ACTION_VIEW_WEB_HISTORY-1_NR-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_VIEW_WEB_HISTORY-1	1	['ACTION_VIEW_WEB_HISTORY', 'ACTION_SET_TIMER', 'ACTION_VIEW_PLAYLIST', 'get_contact_info', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
"[""turn 1: Launch Tidal and play 'Bad Guy' by Billie Eilish. -> Streaming Bad Guy by Billie Eilish on Tidal."", ""turn 2: View my 'Top 50' playlist -> Your Top 50 playlist is ready: Blinding Lights; Save Your Tears; Peaches; Montero (Call Me By Your Name)."", ""turn 3: Plan an event 'Restaurant Reservation' for a dinner with friends at Bella Italia to celebrate a special occasion. It should run from 1701700000000 to 1701705400000. -> Your ‘Restaurant Reservation’ is confirmed for November 23 at Bella Italia. Check it out here: content://calendar/event/9"", 'turn 4: Can you show me where content://calendar/event/9 is? -> Map location: Bella Italia, 123 Park Ave, Springfield, IL 62704.']"	What tracks are in that playlist?	Show me Google Search – 'customer feedback form template examples', SurveyMonkey – Sample surveys, Typeform – Feedback form designs, and Smartsheet – Survey templates	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Top 50'}}	play_music-1359-ACTION_VIEW_PLAYLIST-1-ACTION_INSERT_EVENT-1_NR-search_location-1-ACTION_VIEW_PLAYLIST-1	1	['ACTION_VIEW_PLAYLIST', 'ACTION_SET_RINGTONE', 'play_video', 'ACTION_SET_ALARM', 'ACTION_EDIT_CONTACT']
"[""turn 1: Please play Eminem's 'Lose Yourself'. -> Now spinning Lose Yourself by Eminem."", ""turn 2: Could you look for reliable sources that discuss the causes of urban pollution? -> Looking up 'causes of urban pollution sources'... Found studies on traffic emissions, industrial pollutants, and urban planning impacts."", ""turn 3: Choose a person's address from my set of saved contacts. -> Address successfully picked: content://contacts/address/19"", ""turn 4: View content://contacts/address/19's details -> Showing address for Isabel Taylor: 456 Elm St, Unit\xa012, Metropolis, NY\xa010001 (content://contacts/address/19)""]"	List all tracks in this playlist.	Display the tracks of 'Morning Motivation' playlist.	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Lose Yourself'}}	play_music-1358-web_search-1_NR-ACTION_PICK-1_NR-ACTION_VIEW_CONTACT-1-ACTION_VIEW_PLAYLIST-1	1	['ACTION_VIEW_EVENT', 'send_email', 'ACTION_VIEW_PLAYLIST', 'web_search', 'ACTION_VIEW_CALL_LOG']
"['turn 1: Start playing music on YouTube Music. -> Getting YouTube Music ready for you.', ""turn 2: Let me see my 'Morning Motivation' playlist -> Opening Morning Motivation... Playlist 'Morning Motivation': Good Morning; Happy; Wake Me Up; Beautiful Day."", 'turn 3: I fancy the sound at content://media/chic_harmony as my ringtone. Could you update it? -> Done—“chic_harmony” is now set as your incoming call ringtone.', 'turn 4: Let me browse different ringtones. -> Absolutely—launching your ringtone picker now. Take your pick!']"	Display the tracks of this playlist.	Give me the track list of Road Trip playlist.	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Morning Motivation'}}	play_music-1360-ACTION_VIEW_PLAYLIST-1-ACTION_SET_RINGTONE-1_NR-ACTION_GET_RINGTONE-1-ACTION_VIEW_PLAYLIST-1	1	['ACTION_VIEW_PLAYLIST', 'send_email', 'ACTION_CREATE_DOCUMENT', 'dial', 'ACTION_IMAGE_CAPTURE']
"[""turn 1: I'm in the mood for some tunes on Pandora; launch it please. -> Pandora is up—enjoy the music!"", ""turn 2: Open my 'Chill Vibes' playlist -> Launching Chill Vibes... Playlist 'Chill Vibes': Dreaming; Hazy Daze; Midnight Sun; Smooth Sailing."", 'turn 3: Play Midnight Sun -> Alright, now playing “Midnight Sun.”', ""turn 4: What songs are in the Chill Vibes playlist? -> Opening 'Chill Vibes'... Playlist 'Chill Vibes': Dreaming; Hazy Daze; Midnight Sun; Smooth Sailing.""]"	Show me what's in this playlist.	Show me Dreaming, Hazy Daze, Midnight Sun, Smooth Sailing.	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Chill Vibes'}}	play_music-1357-ACTION_VIEW_PLAYLIST-1-play_music-1-ACTION_VIEW_PLAYLIST-1-ACTION_VIEW_PLAYLIST-1	1	['ACTION_VIEW_CALL_LOG', 'ACTION_GET_RINGTONE', 'ACTION_EDIT_ALARM', 'ACTION_GET_CONTENT', 'ACTION_VIEW_PLAYLIST']
['turn 1: Play track on SoundCloud: https://soundcloud.com/artist/song-name. -> Playing the SoundCloud track now: https://soundcloud.com/artist/song-name.', 'turn 2: Open my Road Trip playlist. -> Road Trip playlist loaded: Highway to Hell; Sweet Child O’ Mine; Back in Black; Born to Run.', 'turn 3: Play https://soundcloud.com/artist/song-name on Spotify -> Playing the SoundCloud link on Spotify: https://soundcloud.com/artist/song-name.', 'turn 4: I want to select one document that is in text format. Open my document picker. -> Opening the text document picker—choose your file. You picked: content://storage/documents/notes.txt.']	Give me the track list of this playlist.	Can you show my recent browsing record: Google (search 'best coffee shops'), OpenAI Blog, YouTube (music playlist), Spotify (web player), Wikipedia (Python)?	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Road Trip'}}	play_music-1370-ACTION_VIEW_PLAYLIST-1-play_music-1-ACTION_OPEN_DOCUMENT-1_NR-ACTION_VIEW_PLAYLIST-1	1	['ACTION_CREATE_DOCUMENT', 'ACTION_SHOW_TIMERS', 'ACTION_EDIT_DOCUMENT', 'play_video', 'ACTION_VIEW_PLAYLIST']
"[""turn 1: Play whatever you want. -> Alright, I've started playing a great track for you on your default player."", ""turn 2: What songs are in the default player playlist? -> Playlist 'default player playlist': Imagine; Bohemian Rhapsody; Billie Jean"", ""turn 3: Play Billie Jean -> Sure—now playing 'Billie Jean'."", ""turn 4: What tracks are in the default player playlist? -> Sure thing! Your 'default player playlist' includes these tracks: Imagine; Bohemian Rhapsody; Billie Jean.""]"	Show me the songs in the playlist that's currently playing.	Show me the songs in the 'default player playlist' playlist that's currently playing.	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'default player playlist'}}	play_music-1390-ACTION_VIEW_PLAYLIST-1-play_music-1-ACTION_VIEW_PLAYLIST-1-ACTION_VIEW_PLAYLIST-1	1	['ACTION_NAVIGATE_TO_LOCATION', 'ACTION_SHOW_ALARMS', 'send_email', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_VIEW_PLAYLIST']
"['turn 1: Please start playing on the default player. -> Alright, launching your default music player now.', ""turn 2: Show me the songs in my default playlist -> Playlist 'Default Playlist': Smells Like Teen Spirit; Sweet Child O' Mine; Back in Black"", 'turn 3: I want you to pick a phone contact detail from my phone book. -> Your chosen phone contact: content://contacts/phone/29', 'turn 4: Place a call to content://contacts/phone/29 -> Connecting you to content://contacts/phone/29...']"	What songs are in this playlist?	What songs are in 'Default Playlist'?	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Default Playlist'}}	play_music-1401-ACTION_VIEW_PLAYLIST-1-ACTION_PICK-1_NR-dial-1-ACTION_VIEW_PLAYLIST-1	1	['ACTION_VIEW_SENT_EMAILS', 'ACTION_SET_ALARM', 'ACTION_VIEW_EVENT', 'ACTION_VIEW_PLAYLIST', 'ACTION_VIEW_CONTACT']
"[""turn 1: Please play 'Stairway to Heaven'. -> Got it! Now playing: Stairway to Heaven."", ""turn 2: Show me the track list for Stairway to Heaven playlist. -> Playlist 'Stairway to Heaven': Stairway to Heaven; Whole Lotta Love; Kashmir"", ""turn 3: Play Whole Lotta Love -> Playing 'Whole Lotta Love' now."", ""turn 4: I'd like to see the track list in 'Stairway to Heaven' playlist. -> Here are the tracks for 'Stairway to Heaven': Stairway to Heaven; Whole Lotta Love; Kashmir.""]"	List the songs in this playlist	Show me deezer:track:987654321 playlist's songs	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Stairway to Heaven'}}	play_music-1382-ACTION_VIEW_PLAYLIST-1-play_music-1-ACTION_VIEW_PLAYLIST-1-ACTION_VIEW_PLAYLIST-1	1	['open_settings', 'ACTION_VIEW_PLAYLIST', 'ACTION_SET_ALARM', 'ACTION_VIDEO_CAPTURE', 'send_email']
"[""turn 1: Please play 'Stairway to Heaven'. -> Got it! Now playing: Stairway to Heaven."", ""turn 2: Show me the track list for Stairway to Heaven playlist. -> Playlist 'Stairway to Heaven': Stairway to Heaven; Whole Lotta Love; Kashmir"", ""turn 3: Play Whole Lotta Love -> Playing 'Whole Lotta Love' now."", ""turn 4: Retrieve the list of websites I visited today. -> Here's where you've browsed today: imdb.com (today’s releases); spotify.com/browse; github.com/trending""]"	What tracks are included in that playlist?	List the songs in 'Stairway to Heaven' playlist	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Stairway to Heaven'}}	play_music-1382-ACTION_VIEW_PLAYLIST-1-play_music-1-ACTION_VIEW_WEB_HISTORY-1_NR-ACTION_VIEW_PLAYLIST-1	1	['ACTION_VIEW_PLAYLIST', 'ACTION_SET_ALARM', 'ACTION_VIEW_RECENT_APPS', 'INTENT_ACTION_VIDEO_CAMERA', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
"['turn 1: Launch Deezer and play track deezer:track:987654321. -> Opening Deezer and playing track deezer:track:987654321.', ""turn 2: List the tracks in deezer:track:987654321 playlist. -> Playlist 'deezer:track:987654321': Symphony No. 5; Nocturne in E‑flat Major; Clair de Lune"", ""turn 3: Play Symphony No. 5 -> Alright, starting 'Symphony No. 5' now."", ""turn 4: Show me all the tracks in deezer:track:987654321 playlist. -> Playlist 'deezer:track:987654321' includes: Symphony No. 5; Nocturne in E‑flat Major; Clair de Lune.""]"	Show me that playlist's songs	What tracks are included in 'Stairway to Heaven' playlist?	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'deezer:track:987654321'}}	play_music-1400-ACTION_VIEW_PLAYLIST-1-play_music-1-ACTION_VIEW_PLAYLIST-1-ACTION_VIEW_PLAYLIST-1	1	['ACTION_SET_TIMER', 'ACTION_VIEW_EVENT', 'ACTION_EDIT_ALARM', 'ACTION_VIEW_PLAYLIST', 'send_email']
"['turn 1: Play track with URI spotify:track:6rqhFgbbKwnb9MLmUQDhG6. -> Now playing track spotify:track:6rqhFgbbKwnb9MLmUQDhG6.', ""turn 2: Show me my 'Favorites' playlist -> Got your Favorites playlist: Bohemian Rhapsody; Hotel California; Imagine; Hey Jude."", 'turn 3: Play spotify:track:6rqhFgbbKwnb9MLmUQDhG6 on Apple Music -> Now streaming spotify:track:6rqhFgbbKwnb9MLmUQDhG6 on Apple Music.', 'turn 4: I need to capture an image. Open the camera in still mode. -> Photo mode initiated—your camera is live for still shots.']"	Display the tracks of that playlist	Display the tracks of the 'Favorites' playlist	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Favorites'}}	play_music-1356-ACTION_VIEW_PLAYLIST-1-play_music-1-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_VIEW_PLAYLIST-1	1	['ACTION_VIEW_SENT_EMAILS', 'ACTION_SET_RINGTONE', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_PLAYLIST', 'ACTION_SHOW_TIMERS']
"[""turn 1: Play the song 'Hey Jude' by The Beatles. -> All set! Now playing: Hey Jude - The Beatles."", ""turn 2: List the tracks in 'Hey Jude - The Beatles' playlist. -> Playlist 'Hey Jude - The Beatles': Hey Jude; Let It Be; Yesterday"", ""turn 3: Play Yesterday -> Now playing: 'Yesterday'."", ""turn 4: Schedule a 'Kids Playdate' event described as an afternoon of fun at the park. The location is Local Playground and it should take place from 1702300000000 to 1702303600000. -> Fun times ahead! 'Kids Playdate' is on your schedule at Local Playground for an afternoon of fun at the park from 1702300000000 to 1702303600000. See it here: content://calendar/event/104""]"	What's in this playlist	What's in 'Hey Jude - The Beatles' playlist	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'Hey Jude - The Beatles'}}	play_music-1384-ACTION_VIEW_PLAYLIST-1-play_music-1-ACTION_INSERT_EVENT-1_NR-ACTION_VIEW_PLAYLIST-1	1	['get_contact_info_from_uri', 'send_email', 'ACTION_VIEW_PLAYLIST', 'ACTION_VIEW_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION']
"[""turn 1: I'd like to listen to 'Hotel California' by The Eagles on Apple Music tonight. Could you play it? -> Tuning into Hotel California by The Eagles on Apple Music."", 'turn 2: Could you please provide a way to select my PDF file? -> Certainly—opening the PDF picker now. Please choose your file.', ""turn 3: Email the PDF file to manager@example.com with subject 'Report' saying 'Please review the attached report' -> Your 'Report' email has been delivered to manager@example.com."", 'turn 4: I want to see a list of my recent online explorations; please display my browsing history. -> Listing your recent online explorations: news.bbc.co.uk; stackoverflow.com/questions/67890; openai.com/research']"	Open this playlist to see its songs	Open 'Hotel California' by The Eagles on Apple Music to see its songs	{'plan': 'ACTION_VIEW_PLAYLIST', 'arguments': {'playlist_name': 'news.bbc.co.uk; stackoverflow.com/questions/67890; openai.com/research'}}	play_music-1353-ACTION_OPEN_DOCUMENT-1_NR-send_email-1-ACTION_VIEW_WEB_HISTORY-1_NR-ACTION_VIEW_PLAYLIST-1	1	['INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_EVENT', 'get_contact_info', 'get_contact_info_from_uri', 'ACTION_VIEW_PLAYLIST']
['turn 1: Open Microsoft Excel for some spreadsheet work. -> Microsoft Excel launched successfully. You can start editing your sheets.', 'turn 2: Please enable the video camera on my phone for a recording session. -> Opening video camera... now in video recording mode.', 'turn 3: Go ahead and capture the video. -> Video saved to content://videos/session_20240606.mp4', 'turn 4: Trim content://videos/session_20240606.mp4 to include only from 10 seconds to 1 minute -> I’ve sliced your video from 10s to 60s. Grab the edited file here: content://videos/session_20240606_10-60s.mp4']	I've opened that spreadsheet tool, what other apps have I used recently?	I've opened Microsoft Excel, what other apps have I used recently?	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	launch_application-1508-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIDEO_CAPTURE-1-ACTION_EDIT_VIDEO-1-ACTION_VIEW_RECENT_APPS-1	1	['ACTION_OPEN_CONTENT', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_RECENT_APPS', 'ACTION_VIEW_CALL_LOG', 'ACTION_VIDEO_CAPTURE']
"['turn 1: Open Microsoft Excel for some spreadsheet work. -> Microsoft Excel launched successfully. You can start editing your sheets.', 'turn 2: Can you show me apps I’ve opened since Microsoft Excel launched successfully? -> Since Excel: PowerPoint; Teams; Outlook; Chrome.', 'turn 3: Open PowerPoint. -> PowerPoint is now open—your presentation is ready for editing.', ""turn 4: Can you list the apps I've opened since PowerPoint is now open—your presentation is ready for editing? -> Here’s what you’ve opened since PowerPoint: Teams; Outlook; Chrome; OneNote.""]"	Can you show me which apps I opened before Excel?	Can you show me which apps I opened before Microsoft Excel?	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	launch_application-1508-ACTION_VIEW_RECENT_APPS-1-launch_application-1-ACTION_VIEW_RECENT_APPS-1-ACTION_VIEW_RECENT_APPS-1	1	['ACTION_VIEW_RECENT_APPS', 'ACTION_VIEW_CONTACT', 'play_video', 'ACTION_OPEN_DOCUMENT', 'ACTION_VIDEO_CAPTURE']
['turn 1: Launch Microsoft Word, please. -> Microsoft Word is now open and ready for you.', 'turn 2: Please activate the video camera on my device to record a short film. -> The camera app is now in video mode—ready for your short film.', 'turn 3: Start shooting the video camera. -> Recording completed. Your video is saved at content://videos/shortfilm_001.mp4.', 'turn 4: I need to adjust the clock on my device. Open the date and time settings, please. -> Date & time settings opened. Update your clock and time zone now.']	Can you show me the apps I've opened recently, including that one?	Can you show me the apps I've opened recently, including Microsoft Word?	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	launch_application-1507-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_VIDEO_CAPTURE-1-open_settings-1_NR-ACTION_VIEW_RECENT_APPS-1	1	['ACTION_INSERT_EVENT', 'ACTION_VIEW_SENT_MESSAGES', 'get_contact_info', 'ACTION_VIEW_RECENT_APPS', 'ACTION_SET_ALARM']
['turn 1: Launch Microsoft Word, please. -> Microsoft Word is now open and ready for you.', 'turn 2: Please activate the video camera on my device to record a short film. -> The camera app is now in video mode—ready for your short film.', 'turn 3: Select the short film I just recorded for editing -> Here’s your short film for editing: content://camera/shortfilms/SHORTFILM_001.mp4', 'turn 4: Mute content://camera/shortfilms/SHORTFILM_001.mp4 completely -> All audio removed—your muted short film is at content://camera/shortfilms/SHORTFILM_001_muted.mp4.']	Could you pull up the apps I've run recently after launching that app?	Display Calculator; Notes; Weather; Clock.	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	launch_application-1507-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_EDIT_VIDEO-1-ACTION_VIEW_RECENT_APPS-1	1	['ACTION_VIEW_RECENT_APPS', 'ACTION_SHOW_TIMERS', 'ACTION_INSERT_CONTACT', 'play_video', 'ACTION_VIEW_PLAYLIST']
['turn 1: Start the Calculator app; I have some quick math to do. -> Calculator launched. Ready for your calculations.', 'turn 2: Show me the apps I opened in the last few uses. -> Just opened apps: Calculator; Notes; Weather; Clock.', 'turn 3: Please get the contact summary for /contacts/mia. -> Contact summary for Mia:\n• Phone: 646-555-6789\n• Email: mia_wong@services.com\n• Address: 321 Pine Street, Seattle, WA\xa098101.', 'turn 4: Call 646-555-6789 -> Dialing 646-555-6789...']	Display the apps I opened recently.	Could you pull up the apps I've run recently after launching Microsoft Word?	{'plan': 'ACTION_VIEW_RECENT_APPS', 'arguments': {}}	launch_application-1464-ACTION_VIEW_RECENT_APPS-1-get_contact_info-1_NR-dial-1-ACTION_VIEW_RECENT_APPS-1	1	['ACTION_PICK', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_GET_CONTENT', 'open_settings', 'ACTION_VIEW_RECENT_APPS']
['turn 1: I want notifications as calls to ring with content://storage/emulated/0/Notifications/alert.flac -> New ringtone alert.flac applied.', 'turn 2: Let me browse other tones. -> Alright, feel free to explore—opening the ringtone menu now.', 'turn 3: Use content://storage/emulated/0/Notifications/alert.flac as my ringtone -> alert.flac is now set as your incoming call ringtone. Enjoy!', 'turn 4: Let me look at some other tones instead of content://storage/emulated/0/Notifications/alert.flac -> Got it—bringing up the ringtone picker so you can view different tones.']	Show me other notification ringtones besides that alert.flac	Show me other notification ringtones besides content://storage/emulated/0/Notifications/alert.flac	{'plan': 'ACTION_GET_RINGTONE', 'arguments': {}}	ACTION_SET_RINGTONE-1595-ACTION_GET_RINGTONE-1-ACTION_SET_RINGTONE-1-ACTION_GET_RINGTONE-1-ACTION_GET_RINGTONE-1	1	['ACTION_VIEW_SENT_MESSAGES', 'ACTION_OPEN_CONTENT', 'ACTION_GET_RINGTONE', 'ACTION_VIEW_CALL_LOG', 'ACTION_INSERT_CONTACT']
['turn 1: Assign content://media/internal/audio/media/21 as the default ringtone -> Ringtone changed successfully.', 'turn 2: Actually, can I choose a different one than content://media/internal/audio/media/21? -> Done! Selected ringtone: content://media/internal/audio/media/22', 'turn 3: Apply content://media/internal/audio/media/22 as the new ringtone -> Your ringtone has been updated to the audio at content://media/internal/audio/media/22.', 'turn 4: Please open the app that lets me record videos on my phone. -> All set! Video camera app launched.']	Show me other ringtones besides that assigned one	Show me other ringtones besides content://media/internal/audio/media/22	{'plan': 'ACTION_GET_RINGTONE', 'arguments': {}}	ACTION_SET_RINGTONE-1586-ACTION_GET_RINGTONE-1-ACTION_SET_RINGTONE-1-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_GET_RINGTONE-1	1	['send_message', 'ACTION_SET_TIMER', 'dial', 'ACTION_GET_RINGTONE', 'INTENT_ACTION_VIDEO_CAMERA']
['turn 1: Use audio 60 from documents: content://com.android.providers.media.documents/document/audio%3A60 -> Your ringtone has been set to audio ID 60 from Documents.', 'turn 2: I require the still photo function active; please start it. -> Your camera is now open for taking still photos.', 'turn 3: Get the photo I just snapped. -> Your photo is here: content://temp/photo133.jpg', 'turn 4: Trim content://temp/photo133.jpg to start at 10s and end at 1 minute -> All done! Your trimmed clip (10s–60s) is ready: content://media/edited_video_701.mp4']	Show me other ringtones apart from that audio ID 60	Let me pick a different ringtone than content://media/internal/audio/media/400	{'plan': 'ACTION_GET_RINGTONE', 'arguments': {}}	ACTION_SET_RINGTONE-1605-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_EDIT_VIDEO-1-ACTION_GET_RINGTONE-1	1	['ACTION_CREATE_DOCUMENT', 'ACTION_IMAGE_CAPTURE', 'ACTION_GET_RINGTONE', 'get_contact_info_from_uri', 'ACTION_NAVIGATE_TO_LOCATION']
"['turn 1: I want to set audio with ID 400 as my ringtone: content://media/internal/audio/media/400 -> All done—your ringtone has been updated to audio item 400.', ""turn 2: I fancy the sound at content://media/chic_harmony as my ringtone. Could you update it? -> Your ringtone is updated—now it’s 'chic_harmony'."", 'turn 3: Could you let me select another tone? -> Sure—here comes the ringtone picker, have fun exploring.', 'turn 4: Switch my ringtone to content://media/deep_bass_loop -> All done—your ringtone is switched to “deep_bass_loop.”']"	Let me pick a different ringtone than that audio item 400	Show me other ringtones apart from content://com.android.providers.media.documents/document/audio%3A60	{'plan': 'ACTION_GET_RINGTONE', 'arguments': {}}	ACTION_SET_RINGTONE-1614-ACTION_SET_RINGTONE-1_NR-ACTION_GET_RINGTONE-1-ACTION_SET_RINGTONE-1-ACTION_GET_RINGTONE-1	1	['ACTION_SET_RINGTONE', 'ACTION_EDIT_DOCUMENT', 'ACTION_VIEW_CONTACT', 'ACTION_GET_RINGTONE', 'INTENT_ACTION_STILL_IMAGE_CAMERA']
"['turn 1: Use audio 60 from documents: content://com.android.providers.media.documents/document/audio%3A60 -> Your ringtone has been set to audio ID 60 from Documents.', 'turn 2: I require the still photo function active; please start it. -> Your camera is now open for taking still photos.', 'turn 3: Get the photo I just snapped. -> Your photo is here: content://temp/photo133.jpg', ""turn 4: Create a new image/jpeg document for content://temp/photo133.jpg named PhotoCopy133.jpg -> Here you go—'PhotoCopy133.jpg' has been created at content://documents/PhotoCopy133.jpg.""]"	Let me select a new ringtone instead of that audio ID 60	Let me select a new ringtone instead of audio ID 60	{'plan': 'ACTION_GET_RINGTONE', 'arguments': {}}	ACTION_SET_RINGTONE-1605-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_CREATE_DOCUMENT-1-ACTION_GET_RINGTONE-1	1	['get_contact_info', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_VIEW_EVENT', 'ACTION_GET_RINGTONE', 'ACTION_SHOW_ALARMS']
"['turn 1: Make content://storage/emulated/0/Ringtones/vintage_tone.m4a my ringtone -> Vintage tone is now set as your default ringtone.', 'turn 2: Let me pick a different one instead of content://storage/emulated/0/Ringtones/vintage_tone.m4a. -> Got it! Opening up your ringtone list—just pick any other tone you like.', ""turn 3: I'd like to set content://storage/emulated/0/Ringtones/modern_beats.m4a as my ringtone -> modern_beats.m4a is set as your new ringtone—give it a listen!"", 'turn 4: Maybe I’ll pick another tone instead of content://storage/emulated/0/Ringtones/modern_beats.m4a -> Sure—opening your ringtone picker so you can pick a new tone.']"	I'd like to pick a different ringtone than that vintage tone	Show me other ringtones besides media ID 305	{'plan': 'ACTION_GET_RINGTONE', 'arguments': {}}	ACTION_SET_RINGTONE-1589-ACTION_GET_RINGTONE-1-ACTION_SET_RINGTONE-1-ACTION_GET_RINGTONE-1-ACTION_GET_RINGTONE-1	1	['ACTION_VIDEO_CAPTURE', 'ACTION_GET_RINGTONE', 'play_video', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_SET_ALARM']
['turn 1: Could you apply this media ext file as ringtone: content://media/external/audio/media/305 -> Your ringtone is now set to media ID 305.', 'turn 2: Can you show me other options besides content://media/external/audio/media/305? -> Ringtone set to: content://media/external/audio/media/312', 'turn 3: Go ahead and set content://media/external/audio/media/312 as my ringtone -> Ringtone set successfully to media item #312.', 'turn 4: Actually, bring up more options besides content://media/external/audio/media/312 -> Okay—launching the ringtone menu so you can explore more options.']	Show me other ringtones besides that media ID 305	Let me pick a different ringtone instead of content://storage/emulated/0/MM/ringtone.aiff	{'plan': 'ACTION_GET_RINGTONE', 'arguments': {}}	ACTION_SET_RINGTONE-1613-ACTION_GET_RINGTONE-1-ACTION_SET_RINGTONE-1-ACTION_GET_RINGTONE-1-ACTION_GET_RINGTONE-1	1	['ACTION_VIDEO_CAPTURE', 'ACTION_VIEW_RECENT_APPS', 'ACTION_GET_RINGTONE', 'ACTION_IMAGE_CAPTURE', 'get_contact_info_from_uri']
['turn 1: Please change my incoming call ringtone to the audio file at content://media/external/audio/media/45. -> All set! Your incoming call ringtone has been changed to the audio file at content://media/external/audio/media/45.', 'turn 2: Can you show me some other ringtones besides content://media/external/audio/media/45? -> Great! Here’s the new ringtone: content://media/external/audio/media/52', 'turn 3: Apply content://media/external/audio/media/52 as my ringtone -> Your ringtone has been updated to content://media/external/audio/media/52. Enjoy!', 'turn 4: Show me some ringtones other than content://media/external/audio/media/52 -> Sure thing—opening the ringtone picker so you can select something new.']	Show me ringtones other than that one	Show me ringtones other than content://media/external/audio/media/52	{'plan': 'ACTION_GET_RINGTONE', 'arguments': {}}	ACTION_SET_RINGTONE-1566-ACTION_GET_RINGTONE-1-ACTION_SET_RINGTONE-1-ACTION_GET_RINGTONE-1-ACTION_GET_RINGTONE-1	1	['web_search', 'launch_application', 'ACTION_GET_RINGTONE', 'play_video', 'ACTION_OPEN_CONTENT']
